account_id,customer_id,credit_limit,account_open_date
230,230,870426,2022-03-16
231,231,268090,2019-01-18
232,232,1491834,2023-10-04
233,233,149369,2018-02-22
234,234,941482,2023-12-18
235,235,409642,2023-11-05
236,236,554794,2022-03-06
237,237,721925,2022-11-08
238,238,936054,2020-07-17
239,239,587671,2024-09-09
240,240,1011951,2022-03-31
241,241,1190301,2020-05-23
242,242,1020766,2018-07-19
243,243,691187,2024-11-28
244,244,588313,2021-09-07
245,245,999038,2022-06-19
246,246,124378,2020-09-09
247,247,278997,2018-03-13
248,248,1023106,2019-04-15
249,249,126174,2020-06-06
250,250,1225823,2023-11-13
251,251,1340897,2019-07-22
252,252,992822,2024-04-15
253,253,330993,2021-06-27
254,254,84772,2021-10-27
255,255,1202899,2024-08-16
256,256,376967,2021-11-11
257,257,1337408,2021-01-15
258,258,611634,2018-08-07
259,259,634238,2020-02-21
260,260,1138933,2021-09-04
261,261,534304,2024-11-30
262,262,1101303,2019-10-26
263,263,518875,2023-05-12
264,264,937076,2018-05-11
265,265,137946,2021-12-30
266,266,913476,2018-12-11
267,267,1269405,2023-08-26
268,268,327088,2023-03-16
269,269,981666,2023-06-11
270,270,729248,2021-08-11
271,271,425274,2024-07-03
272,272,446581,2023-09-28
273,273,1428567,2024-04-26
274,274,161995,2024-01-08
275,275,1076433,2021-08-23
276,276,576045,2019-06-26
277,277,1373202,2024-09-09
278,278,282672,2022-08-06
279,279,1411222,2019-06-06
280,280,1007233,2018-03-13
281,281,1145926,2023-09-15
282,282,1303614,2018-10-27
283,283,884559,2021-12-11
284,284,392982,2018-11-11
285,285,748663,2019-03-16
286,286,522721,2018-04-19
287,287,1072494,2020-09-08
288,288,1305750,2024-06-13
289,289,1337478,2024-05-17
290,290,1095745,2018-04-09
291,291,961296,2024-02-09
292,292,247768,2018-05-10
293,293,1268853,2018-05-11
294,294,530107,2020-10-22
295,295,291342,2022-08-21
296,296,59243,2022-06-01
297,297,1398246,2022-01-07
298,298,1389980,2019-10-21
299,299,836363,2020-04-09
300,300,254337,2022-06-25
301,301,812859,2021-06-30
302,302,576288,2022-08-21
303,303,1040844,2023-07-25
304,304,354739,2021-07-23
305,305,1106106,2018-09-08
306,306,83060,2023-01-23
307,307,821292,2018-04-17
308,308,230046,2018-08-12
309,309,1482312,2020-07-24
310,310,334215,2020-05-12
311,311,966957,2019-05-25
312,312,707871,2019-09-25
313,313,1318599,2019-07-24
314,314,207442,2018-06-12
315,315,858825,2022-10-12
316,316,1357565,2020-06-04
317,317,647880,2018-01-24
318,318,1498156,2018-05-23
319,319,569195,2024-01-18
320,320,311729,2018-03-29
321,321,706538,2018-10-12
322,322,1067032,2020-01-30
323,323,1268926,2021-08-24
324,324,1157000,2024-09-06
325,325,313267,2021-10-12
326,326,906723,2020-11-02
327,327,756834,2023-12-10
328,328,191974,2019-02-05
329,329,419129,2018-04-07
330,330,869046,2018-01-14
331,331,1256383,2023-06-26
332,332,86207,2024-01-07
333,333,1221588,2018-05-13
334,334,812590,2021-03-16
335,335,104260,2021-05-02
336,336,1474536,2019-10-27
337,337,986581,2018-01-06
338,338,779058,2020-01-11
339,339,1150709,2022-07-30
340,340,265168,2024-01-06
341,341,751329,2019-11-06
342,342,107968,2018-11-25
343,343,1394231,2021-07-03
344,344,758513,2023-01-13
345,345,894991,2020-01-20
346,346,774564,2023-09-02
347,347,238386,2022-04-14
348,348,1498145,2020-09-27
349,349,1282708,2023-01-29
350,350,558834,2020-03-23
351,351,1101254,2019-07-10
352,352,1151342,2021-11-12
353,353,174375,2019-10-28
354,354,248956,2023-06-17
355,355,724040,2023-11-04
356,356,1462169,2021-08-05
357,357,535458,2018-11-02
358,358,555956,2019-05-05
359,359,1420787,2023-04-12
360,360,987612,2018-03-30
361,361,832767,2022-04-04
362,362,1088850,2021-01-20
363,363,174143,2018-04-14
364,364,841314,2024-11-05
365,365,805633,2018-10-23
366,366,1388719,2018-02-11
367,367,1107847,2020-02-03
368,368,1456667,2023-05-09
369,369,500042,2024-04-25
370,370,1382508,2020-09-13
371,371,220589,2022-07-08
372,372,357902,2024-03-18
373,373,1256677,2023-12-10
374,374,52402,2020-12-31
375,375,296968,2020-01-25
376,376,120130,2022-06-29
377,377,1443614,2020-12-17
378,378,328207,2024-04-06
379,379,1149102,2020-08-25
380,380,1163153,2020-08-15
381,381,810163,2024-01-08
382,382,311534,2023-04-19
383,383,851655,2019-06-14
384,384,171726,2021-01-31
385,385,450322,2023-05-17
386,386,1307364,2019-01-15
387,387,1486935,2024-12-25
388,388,697925,2018-03-26
389,389,1423138,2020-05-12
390,390,1458767,2023-03-29
391,391,1337859,2019-01-24
392,392,1393157,2018-07-08
393,393,1441695,2023-06-19
394,394,964567,2019-03-10
395,395,433186,2023-07-25
396,396,897135,2018-10-11
397,397,480173,2023-01-15
398,398,1481722,2018-01-22
399,399,1271797,2022-05-04
400,400,321097,2021-12-28
401,401,1315894,2018-09-22
402,402,1108083,2023-12-12
403,403,1039203,2023-06-17
404,404,160687,2018-03-19
405,405,1158070,2020-04-23
406,406,621189,2022-08-10
407,407,1372016,2024-05-12
408,408,1013828,2022-01-16
409,409,492386,2024-02-07
410,410,1495169,2023-01-07
411,411,436291,2022-11-22
412,412,785610,2023-06-20
413,413,838727,2022-12-04
414,414,469993,2022-01-05
415,415,1098831,2020-10-25
416,416,316224,2020-07-02
417,417,973037,2022-02-12
418,418,1170887,2023-10-02
419,419,1193031,2018-08-15
420,420,507912,2021-11-10
421,421,832012,2022-03-24
422,422,1093779,2019-10-15
423,423,1011420,2023-02-24
424,424,484317,2019-01-10
425,425,691762,2022-07-26
426,426,1309162,2020-12-10
427,427,656422,2020-05-15
428,428,1071934,2022-11-11
429,429,907841,2020-05-22
430,430,287886,2022-12-15
431,431,430191,2020-12-19
432,432,268775,2018-04-28
433,433,442929,2024-09-09
434,434,1472200,2018-03-14
435,435,1156801,2018-11-24
436,436,788719,2018-06-22
437,437,543548,2022-04-09
438,438,632689,2023-07-31
439,439,893841,2022-07-30
440,440,319431,2021-09-03
441,441,1490468,2022-10-26
442,442,757299,2023-11-18
443,443,1323630,2022-08-17
444,444,585705,2018-03-04
445,445,1323262,2024-01-02
446,446,1390924,2022-07-18
447,447,1214188,2022-06-08
448,448,338284,2018-11-28
449,449,1198184,2023-05-10
450,450,511216,2021-12-22
451,451,284557,2018-08-14
452,452,1046762,2023-12-25
453,453,219922,2022-11-16
454,454,436703,2021-05-05
455,455,1166435,2020-05-30
456,456,637317,2018-09-16
457,457,186066,2020-09-19
458,458,261220,2023-04-23
459,459,550001,2020-12-14
460,460,987108,2024-11-28
461,461,854674,2021-09-03
462,462,742795,2024-10-11
463,463,238565,2023-01-01
464,464,451290,2020-04-17
465,465,318641,2020-10-14
466,466,1059579,2024-08-07
467,467,770228,2022-02-28
468,468,544648,2024-03-10
469,469,898125,2022-11-17
470,470,461054,2019-06-26
471,471,241110,2022-12-23
472,472,622207,2019-02-12
473,473,138176,2021-01-08
474,474,539905,2018-03-09
475,475,1431120,2021-01-09
476,476,917449,2022-01-14
477,477,1317029,2020-06-27
478,478,1149330,2019-11-09
479,479,1046649,2022-05-13
480,480,611989,2022-09-17
481,481,1020915,2024-01-22
482,482,424533,2020-01-26
483,483,1156819,2018-11-25
484,484,730568,2021-11-06
485,485,892682,2019-08-23
486,486,1306087,2021-04-15
487,487,52238,2023-05-16
488,488,1382969,2018-09-28
489,489,400146,2019-08-04
490,490,1448260,2018-11-17
491,491,647816,2019-05-24
492,492,754920,2019-10-21
493,493,1415314,2019-10-18
494,494,881983,2024-07-01
495,495,97151,2024-02-03
496,496,1453367,2019-07-02
497,497,456447,2022-04-12
498,498,1318954,2022-09-14
499,499,1449699,2019-10-04
500,500,820929,2021-08-11
501,501,1263338,2023-12-13
502,502,539758,2023-08-13
503,503,214757,2023-02-19
504,504,264895,2024-06-30
505,505,566185,2019-08-02
506,506,102847,2019-06-20
507,507,1429720,2022-01-03
508,508,1047846,2020-03-28
509,509,397847,2018-03-04
510,510,389886,2019-12-21
511,511,98236,2021-02-26
512,512,237617,2024-12-09
513,513,1100567,2024-09-20
514,514,590276,2022-07-06
515,515,642473,2023-07-27
516,516,659534,2019-07-23
517,517,1127059,2018-07-25
518,518,130120,2021-09-11
519,519,520404,2024-02-11
520,520,923136,2018-03-11
521,521,1195542,2018-06-20
522,522,1086277,2024-12-11
523,523,993331,2022-05-10
524,524,548130,2019-11-24
525,525,437032,2019-06-25
526,526,340977,2024-04-01
527,527,1481394,2024-11-12
528,528,1415011,2022-12-26
529,529,1246592,2023-11-15
530,530,731991,2022-06-26
531,531,1495272,2024-06-17
532,532,679833,2018-11-18
533,533,995552,2019-10-05
534,534,213360,2022-03-24
535,535,792381,2021-09-12
536,536,989736,2021-03-21
537,537,817719,2024-08-16
538,538,1032721,2018-01-26
539,539,486700,2022-02-04
540,540,820722,2019-12-16
541,541,1410560,2023-03-24
542,542,202979,2021-07-20
543,543,92707,2018-07-04
544,544,157159,2018-06-05
545,545,1045313,2018-09-24
546,546,918922,2021-12-11
547,547,387623,2019-03-08
548,548,1440761,2019-09-20
549,549,118883,2018-12-11
550,550,1169922,2022-08-31
551,551,554813,2024-02-22
552,552,238693,2024-01-24
553,553,576919,2021-07-22
554,554,1448624,2021-05-13
555,555,493862,2018-10-02
556,556,624628,2020-01-29
557,557,1229687,2019-01-06
558,558,811745,2019-08-04
559,559,97110,2023-12-05
560,560,1072498,2019-06-11
561,561,422144,2023-05-25
562,562,1478053,2020-11-12
563,563,1217517,2024-07-13
564,564,1103774,2019-06-16
565,565,226710,2019-05-23
566,566,834064,2021-03-22
567,567,626189,2018-03-01
568,568,1303108,2019-05-23
569,569,62768,2019-11-02
570,570,1314289,2018-09-05
571,571,72769,2018-08-19
572,572,284018,2024-08-17
573,573,1294209,2022-05-12
574,574,109664,2020-07-31
575,575,1423904,2024-08-06
576,576,1466438,2022-05-09
577,577,359951,2023-11-19
578,578,1267395,2019-02-12
579,579,1452732,2023-12-20
580,580,292490,2018-09-19
581,581,351554,2018-05-22
582,582,1271676,2018-03-29
583,583,1398257,2018-09-11
584,584,328428,2023-05-25
585,585,510223,2023-05-07
586,586,776266,2021-11-23
587,587,1214387,2019-07-16
588,588,215153,2023-07-28
589,589,1469236,2022-07-19
590,590,869199,2021-06-18
591,591,531089,2021-07-31
592,592,1119414,2018-01-10
593,593,1121805,2020-07-31
594,594,499063,2018-09-12
595,595,322938,2020-03-20
596,596,1206869,2020-02-04
597,597,145453,2018-06-10
598,598,754038,2022-07-05
599,599,540348,2021-06-19
600,600,1117081,2018-05-15
601,601,893162,2020-07-10
602,602,964735,2024-04-09
603,603,990426,2018-04-28
604,604,138377,2024-04-04
605,605,1095612,2020-07-01
606,606,262498,2023-11-26
607,607,533746,2024-07-26
608,608,337203,2021-07-17
609,609,121296,2018-02-06
610,610,1139853,2024-07-06
611,611,513744,2020-02-23
612,612,506463,2020-05-07
613,613,539989,2021-03-08
614,614,389081,2020-06-20
615,615,708403,2024-09-19
616,616,683141,2018-09-18
617,617,81229,2020-02-27
618,618,154858,2020-10-14
619,619,807113,2024-01-01
620,620,985169,2023-04-01
621,621,74616,2021-09-09
622,622,1325848,2024-12-08
623,623,227940,2022-03-20
624,624,1204026,2020-08-12
625,625,639656,2023-07-26
626,626,1125930,2021-06-30
627,627,410092,2018-10-06
628,628,779316,2019-02-07
629,629,118105,2024-08-18
630,630,1125289,2018-04-01
631,631,908446,2019-10-07
632,632,854185,2019-08-10
633,633,1145568,2018-07-05
634,634,231047,2018-06-20
635,635,471971,2024-04-23
636,636,168696,2023-05-24
637,637,1130647,2022-06-04
638,638,1160877,2021-07-05
639,639,519127,2021-09-13
640,640,952932,2024-05-01
641,641,1230694,2019-11-04
642,642,320214,2024-04-01
643,643,863423,2019-10-29
644,644,673340,2020-08-19
645,645,332836,2018-10-10
646,646,127324,2019-08-26
647,647,308956,2018-07-24
648,648,1026499,2020-12-03
649,649,246079,2022-10-04
650,650,935738,2022-03-30
651,651,1232325,2019-08-22
652,652,724394,2019-09-20
653,653,389824,2024-08-01
654,654,125096,2023-03-22
655,655,1066930,2021-04-07
656,656,160820,2018-05-20
657,657,597600,2022-01-08
658,658,1151700,2019-03-02
659,659,508297,2023-06-03
660,660,79882,2020-04-15
661,661,1002601,2021-03-06
662,662,173880,2023-09-22
663,663,697018,2021-03-21
664,664,530272,2018-02-28
665,665,1287042,2022-12-07
666,666,852525,2018-01-09
667,667,255026,2021-04-23
668,668,1467980,2019-11-22
669,669,689569,2018-02-10
670,670,167891,2018-09-08
671,671,891846,2021-06-29
672,672,1460303,2023-05-20
673,673,1003786,2021-05-22
674,674,871796,2019-12-24
675,675,1395504,2018-12-24
676,676,653303,2019-03-31
677,677,546351,2018-04-11
678,678,165261,2022-07-25
679,679,86663,2020-12-28
680,680,192120,2022-04-21
681,681,1135813,2024-01-25
682,682,953226,2024-05-02
683,683,939178,2021-11-03
684,684,447055,2021-07-01
685,685,1306750,2021-02-13
686,686,740683,2020-12-17
687,687,1213109,2020-12-26
688,688,699636,2022-12-10
689,689,1491085,2022-11-14
690,690,122080,2021-04-04
691,691,1376122,2018-09-17
692,692,870382,2020-06-16
693,693,723761,2023-01-05
694,694,389580,2024-05-06
695,695,1018649,2018-02-18
696,696,479738,2018-11-19
697,697,834187,2022-12-15
698,698,332738,2024-10-12
699,699,1441334,2018-10-13
700,700,850696,2024-02-10
701,701,251961,2024-08-28
702,702,680877,2023-09-02
703,703,345386,2024-11-23
704,704,638459,2018-12-31
705,705,84497,2020-05-26
706,706,897024,2024-05-13
707,707,917740,2019-08-22
708,708,988437,2018-12-01
709,709,1364088,2020-10-18
710,710,807926,2023-12-19
711,711,601647,2020-11-28
712,712,1233209,2019-02-08
713,713,1007796,2021-09-17
714,714,525265,2020-11-11
715,715,640823,2022-11-12
716,716,671127,2024-03-31
717,717,1317022,2020-12-30
718,718,867034,2021-09-30
719,719,640040,2019-10-21
720,720,1155360,2021-12-28
721,721,501254,2019-12-13
722,722,493436,2022-11-13
723,723,706394,2018-04-28
724,724,1075596,2022-01-02
725,725,736807,2023-10-26
726,726,870644,2023-03-09
727,727,572573,2021-06-11
728,728,837254,2020-10-04
729,729,1066127,2024-11-16
730,730,580722,2021-11-15
731,731,446089,2019-05-23
732,732,1413408,2018-11-26
733,733,1463999,2018-08-24
734,734,817855,2022-01-03
735,735,755930,2019-04-29
736,736,57272,2019-03-23
737,737,479617,2018-05-28
738,738,1371432,2020-12-21
739,739,555966,2024-09-21
740,740,1146985,2018-11-20
741,741,1265092,2019-10-21
742,742,1275676,2021-06-15
743,743,582541,2024-09-29
744,744,867530,2024-01-06
745,745,1462192,2024-05-12
746,746,353771,2021-02-18
747,747,776355,2018-05-26
748,748,271453,2020-04-01
749,749,1413528,2018-04-28
750,750,513579,2020-11-09
751,751,973416,2021-04-22
752,752,250783,2018-01-28
753,753,562161,2021-04-21
754,754,304051,2020-10-01
755,755,1069914,2023-04-22
756,756,1427907,2024-07-22
757,757,813437,2019-08-08
758,758,600198,2024-08-10
759,759,1452348,2021-09-24
760,760,911902,2022-12-06
761,761,724744,2024-09-21
762,762,1497833,2020-09-29
763,763,410335,2022-04-06
764,764,285938,2024-06-03
765,765,542201,2024-02-08
766,766,1284188,2023-01-12
767,767,1069507,2022-09-20
768,768,1149525,2024-10-23
769,769,1370058,2024-08-30
770,770,416211,2021-03-15
771,771,798684,2022-12-21
772,772,807538,2018-09-10
773,773,1153834,2018-07-12
774,774,349772,2021-07-27
775,775,115289,2019-04-23
776,776,494854,2020-08-20
777,777,246211,2022-06-22
778,778,660942,2021-01-08
779,779,176709,2023-03-18
780,780,383122,2018-11-29
781,781,1472030,2023-03-13
782,782,1150493,2021-02-27
783,783,1405208,2019-02-15
784,784,738156,2020-12-29
785,785,1200287,2021-04-14
786,786,864844,2019-01-27
787,787,614187,2020-02-01
788,788,662285,2023-06-06
789,789,753629,2024-05-08
790,790,799384,2022-04-18
791,791,962857,2019-09-05
792,792,1352371,2024-11-07
793,793,935033,2021-01-19
794,794,324173,2021-11-09
795,795,1139795,2019-04-12
796,796,1365534,2018-05-11
797,797,1224440,2023-05-08
798,798,133863,2019-04-30
799,799,1177846,2023-12-26
800,800,1029415,2024-10-01
801,801,152804,2022-05-08
802,802,1093436,2023-02-18
803,803,616274,2024-05-13
804,804,739831,2021-11-25
805,805,1060336,2023-07-30
806,806,1365447,2024-02-04
807,807,752104,2024-05-29
808,808,349721,2021-09-25
809,809,751344,2022-09-17
810,810,725543,2021-08-28
811,811,505868,2024-06-09
812,812,733451,2023-08-22
813,813,576368,2018-05-07
814,814,996228,2018-12-25
815,815,481485,2020-09-18
816,816,1337537,2018-11-16
817,817,483497,2020-04-01
818,818,1210064,2020-09-25
819,819,354388,2020-09-12
820,820,189787,2023-06-03
821,821,623521,2022-05-07
822,822,1055973,2023-09-13
823,823,51975,2024-04-27
824,824,780861,2022-09-10
825,825,508832,2023-06-09
826,826,858896,2018-10-06
827,827,1213258,2020-09-01
828,828,139220,2020-08-19
829,829,1221425,2022-12-31
830,830,117634,2023-07-26
831,831,881653,2019-01-26
832,832,1222263,2023-09-24
833,833,675803,2022-05-13
834,834,1487169,2019-05-04
835,835,1412286,2023-11-08
836,836,282948,2023-09-17
837,837,1339523,2020-07-12
838,838,228796,2018-05-01
839,839,391213,2024-05-02
840,840,146313,2018-07-30
841,841,1010167,2019-07-20
842,842,1409146,2021-02-09
843,843,630043,2024-08-01
844,844,1315252,2023-04-18
845,845,159194,2020-01-01
846,846,167367,2024-02-04
847,847,212864,2018-12-30
848,848,872405,2019-03-28
849,849,1008015,2023-07-11
850,850,1093719,2023-09-29
851,851,828353,2024-07-31
852,852,481391,2024-07-30
853,853,1446273,2019-06-06
854,854,1124699,2024-07-16
855,855,345427,2023-01-08
856,856,325801,2021-01-03
857,857,305824,2019-06-29
858,858,737794,2018-10-11
859,859,189614,2023-11-28
860,860,1426552,2020-10-13
861,861,441735,2022-08-26
862,862,339445,2018-08-28
863,863,460799,2021-01-25
864,864,801902,2020-01-29
865,865,392432,2020-05-02
866,866,463278,2022-06-24
867,867,175112,2019-05-27
868,868,219816,2019-07-18
869,869,330181,2022-07-19
870,870,362481,2023-01-19
871,871,816391,2021-11-10
872,872,297124,2024-04-09
873,873,930464,2019-06-28
874,874,666923,2024-10-29
875,875,619529,2022-02-21
876,876,253330,2023-07-01
877,877,1149833,2024-03-05
878,878,738108,2018-12-13
879,879,748171,2022-02-23
880,880,257634,2019-02-12
881,881,1246973,2020-03-02
882,882,1388462,2022-08-04
883,883,577851,2023-03-10
884,884,353744,2018-03-12
885,885,435285,2019-11-08
886,886,632244,2019-11-19
887,887,889416,2024-12-29
888,888,1237061,2022-11-03
889,889,719340,2023-01-01
890,890,958792,2024-07-31
891,891,1220787,2022-07-03
892,892,1231443,2023-03-01
893,893,464213,2024-02-08
894,894,1344802,2020-04-12
895,895,121638,2021-12-07
896,896,344044,2020-09-01
897,897,710220,2021-06-20
898,898,203205,2020-06-25
899,899,1063545,2021-10-18
900,900,668066,2023-07-11
901,901,1223464,2024-08-24
902,902,378898,2022-02-06
903,903,1395384,2022-12-28
904,904,1137954,2018-06-20
905,905,1296651,2024-06-18
906,906,271942,2023-11-28
907,907,1403920,2021-12-08
908,908,559808,2024-03-16
909,909,217509,2019-08-24
910,910,1092876,2020-11-18
911,911,220868,2019-08-14
912,912,734772,2024-05-13
913,913,1041868,2022-09-30
914,914,1473613,2022-10-30
915,915,510004,2019-02-21
916,916,208038,2018-06-04
917,917,1481708,2018-12-26
918,918,1094642,2021-10-17
919,919,1176428,2022-10-13
920,920,200894,2024-05-28
921,921,826292,2021-11-25
922,922,1290959,2021-04-19
923,923,1006635,2022-09-02
924,924,307749,2021-07-31
925,925,156449,2021-08-03
926,926,1287873,2018-08-15
927,927,761647,2023-11-06
928,928,994516,2023-07-06
929,929,217634,2018-05-02
930,930,1376984,2024-12-30
931,931,1082844,2022-03-09
932,932,545308,2022-09-25
933,933,685268,2024-10-20
934,934,388988,2023-03-04
935,935,893362,2018-03-18
936,936,552183,2020-02-10
937,937,1141297,2021-07-11
938,938,949583,2024-08-17
939,939,1014381,2022-03-23
940,940,595322,2022-03-21
941,941,292794,2023-10-04
942,942,1326675,2020-12-15
943,943,1211761,2023-10-24
944,944,316477,2023-08-22
945,945,292983,2022-07-01
946,946,747148,2022-09-18
947,947,1461082,2020-04-22
948,948,115764,2023-11-02
949,949,1410197,2018-07-02
950,950,668480,2024-04-10
951,951,712369,2023-06-08
952,952,427822,2022-03-30
953,953,726141,2020-03-24
954,954,981423,2018-10-08
955,955,716363,2023-05-27
956,956,1124082,2022-10-08
957,957,1011989,2020-02-25
958,958,518519,2022-12-24
959,959,1111771,2021-08-29
960,960,67118,2021-03-30
961,961,756087,2019-10-05
962,962,656105,2021-07-23
963,963,1007999,2022-09-10
964,964,1127450,2018-05-05
965,965,1307290,2024-08-04
966,966,1083386,2021-03-15
967,967,1492769,2023-10-19
968,968,544157,2019-09-13
969,969,124905,2020-03-26
970,970,520839,2018-06-11
971,971,1175102,2024-11-26
972,972,935063,2020-09-10
