account_id,utilization_ratio,days_past_due,fraud_count,payment_ratio,default_flag
183,0.6154088789470455,30,0,0.9083906496168479,0
184,0.4645881155625055,90,1,0.8400387125424408,0
185,0.9440004487608021,15,0,0.6719016210339559,1
186,0.7367739451800301,60,1,0.6909388391034226,1
187,0.7447434336832933,90,0,0.30779328240524234,1
188,0.09532425792909137,60,0,1.060789437230952,0
189,0.37823355122566465,0,0,0.16046247753727816,0
190,0.902342422466692,30,0,0.9195637147639362,1
191,0.7502869807370843,15,1,0.21343881745727217,1
192,0.6145297308800269,0,0,0.21057458254102507,1
193,0.42883530300136585,120,0,1.100475199193831,0
194,0.7312901679921784,60,0,0.20923598204603577,1
195,0.8902183314685601,30,0,0.6316590548451269,1
196,0.0694399157987527,0,0,0.711356814231977,0
197,0.8966430070371336,120,0,0.8713613054459722,1
198,0.25269510506568116,60,0,0.24771205067083155,1
199,0.8548283450237194,30,0,1.0331159384984516,1
200,0.9053884503004583,30,0,1.178768218395975,1
201,0.26899240083620807,0,0,0.9197411548409967,0
202,0.7745366609369536,0,0,0.9790098320890548,0
203,0.3297769713903388,120,0,0.6895621952690651,1
204,0.23913257032788016,60,1,0.7806470768075896,1
205,0.13923048068272303,30,1,0.29327111507468606,0
206,0.18751333223247652,120,0,0.13829597525870016,1
207,0.9209738083820099,60,0,1.0274173804318485,0
208,0.3704744619884627,30,0,0.7145482986644497,0
209,0.994589692932309,15,1,0.8029427982877456,1
210,0.4729784089890385,90,0,0.17565183458479575,1
211,0.8143051640796394,15,0,0.30833800328621114,0
212,0.5003764397142653,0,1,0.21966692360275075,0
213,0.15996710665519706,0,2,0.9969390937593073,0
214,0.9614685440134094,120,0,0.4687695437573577,1
215,0.5139903430782241,60,0,0.837090741180082,0
216,0.5858408108203979,30,2,0.2859748156871047,1
217,0.9970850280331636,15,0,0.8568554324723475,0
218,0.5460447442561838,60,1,0.9115754235141181,1
219,0.7108953329126477,120,0,0.24531347270526413,1
220,0.28200277360527426,120,0,1.182124865938832,0
221,0.08184071197928627,120,0,0.22681553335303617,0
222,0.5825845457807712,0,1,0.4281348410123069,0
223,0.1351487185256558,90,1,0.7479959901971229,0
224,0.6165439767221887,0,1,0.8620766884713092,0
225,0.9123295078313711,60,0,0.5712067380930677,1
226,0.9284034571437513,60,1,0.5977627257936874,1
227,0.1554993042011743,15,0,0.7172785762940481,1
228,0.4128210495618511,15,0,0.1676324609410122,0
229,0.5207755434462812,0,0,0.2556758051342872,0
230,0.4742008020262359,90,1,0.3323843977239669,1
231,0.9766762302336106,120,0,0.10078075983755912,1
232,0.4409323957469149,60,1,0.2506988000617615,1
233,0.8729999098395327,90,1,0.3298508936464687,1
234,0.6869822553169085,0,2,0.41937854130173224,0
235,0.425531783879091,15,0,0.4375272581741071,0
236,0.7069958260743076,0,0,0.6553758756900618,0
237,0.6130256699081698,90,0,0.28061307100895505,0
238,0.7900489666919002,60,2,0.7607105645847996,1
239,0.9259299147429458,30,0,0.6476480301194129,1
240,0.388189555341456,0,0,1.0739269092766641,1
241,0.6864942054625987,90,0,0.9445532769484882,1
242,0.33725472545684154,0,2,0.584371115372372,0
243,0.7181984532669404,90,1,0.5509778738134622,1
244,0.36227445685323434,120,0,0.9437296543266531,1
245,0.5817336835977684,90,1,0.3767388465850853,1
246,0.456821836605162,30,0,0.3674616438565904,0
247,0.6016352109365767,90,0,0.7157223396970486,1
248,0.4534172866188502,60,0,0.5076818227240789,0
249,0.49981008746752653,60,0,0.5047412466627833,0
250,0.7508606400907162,30,1,0.19059382843623524,1
251,0.47900249827628855,30,1,0.6552186130773304,1
252,0.8798520035949293,120,1,1.0316517634857,1
253,0.9933540734194681,15,1,0.6655096226915663,1
254,0.05453663692177648,120,1,0.283917581941561,1
255,0.8706720457231272,90,0,0.5430675367132173,1
256,0.8386924117260729,0,0,0.6854988709942907,1
257,0.15263045729984065,60,0,0.32379964778964476,0
258,0.46942606802399034,60,0,0.23494976992528102,1
259,0.8262480617106959,120,0,0.6506908093275752,1
260,0.16490424848941523,60,0,0.11507830426215059,1
261,0.6782781768347751,30,1,1.1362707168501016,1
262,0.9274480173478262,30,0,0.9337215871798303,0
263,0.494342031679354,15,1,0.919193357395602,1
264,0.771471908882365,30,0,1.007990251557622,0
265,0.8080801805422242,60,0,0.45486303883157664,1
266,0.8155537882357256,30,2,1.1043770024193218,0
267,0.9431286841866139,120,0,0.18899155896479722,1
268,0.24798155260069615,60,0,1.1925062750969342,0
269,0.8984312033294083,0,0,0.41582976993723697,1
270,0.8929722211100196,90,0,0.16911950631622902,1
271,0.545800070355826,120,1,0.8142780908962977,1
272,0.5038133079690281,30,1,0.2836852624229421,1
273,0.2040802600624324,30,1,1.151620973604943,0
274,0.633677955682355,30,0,0.5110155143454791,0
275,0.6330979366062313,90,0,0.4225218205884804,0
276,0.9622675494781793,120,2,0.5751202595496807,1
277,0.2361795334049827,30,2,0.6302412862299459,1
278,0.9528578130403319,0,0,0.6532726716200984,0
279,0.47498327885016606,90,0,0.2226408443168903,1
280,0.7632621786331977,120,0,0.8856462434872483,1
281,0.6044506667169441,60,1,0.11429482722403896,0
282,0.3481338767205724,15,0,0.7786885401959017,1
283,0.1204947219642996,0,1,1.0286784481964817,0
284,0.3290773008069705,120,2,0.13143551642129583,1
285,0.7543773910400856,90,1,0.8072922937446363,0
286,0.38681826576714495,15,3,0.10755048322165728,1
287,0.08152801328811418,30,0,0.8442177932274255,0
288,0.5669112279373478,120,0,1.1562232847700897,1
289,0.4247538559297202,0,1,0.3939177731526844,0
290,0.1991027947534489,30,1,0.17288049071607856,1
291,0.7522480649221048,120,1,0.7963356279483764,1
292,0.9347307804739832,120,0,0.2273883499412915,1
293,0.20226090106065836,120,0,0.4704864152206196,1
294,0.3488540411384437,120,1,0.6724374895338239,1
295,0.6418741488717563,30,1,0.3384350224000585,0
296,0.6934484631090775,90,1,0.5568494505794864,1
297,0.23398087626645725,120,0,1.1220838583962447,0
298,0.3859164471254545,30,1,0.5258079292350342,0
299,0.15029144841054154,90,1,0.9424598923690728,0
300,0.8285276485351104,0,0,0.5944037809879607,0
301,0.2751461278473,120,1,0.9744724166339785,0
302,0.07596399029390387,90,0,1.1807234919106429,0
303,0.16533837411155883,30,0,0.8631133841008686,0
304,0.4146246346749222,120,0,0.22505293865061102,1
305,0.7762851378485998,30,0,0.3658380072415174,1
306,0.6311682212382703,90,0,0.7104472870317874,0
307,0.32822034167068553,90,0,0.3792403176302901,0
308,0.1780485779416755,90,0,0.46833659305037445,1
309,0.8663088812018646,60,1,0.9732947788323035,1
310,0.6733967767761738,15,1,0.35062307216972477,1
311,0.9652468715317395,90,0,0.6336685468150347,1
312,0.612561651950037,90,0,1.0478499843131515,1
313,0.13575487239305448,30,2,0.7778425919124554,1
314,0.15547747945899415,120,0,0.7347852188937907,0
315,0.3727556887010459,15,0,0.39166323666526814,0
316,0.8729741741502792,120,0,0.6315652952706796,1
317,0.908575703097627,90,0,0.763846866361409,1
318,0.48625966367137535,60,0,1.0922430490005859,0
319,0.1632405053255842,120,0,0.5530423519120263,1
320,0.42630623710776155,60,0,0.572517849317206,1
321,0.27037794269849524,0,0,0.6472662553652899,0
322,0.42390840968896387,15,0,0.6995493760624473,0
323,0.16104718596235817,90,0,0.3067473611471709,1
324,0.39331470616105757,90,0,1.1070923974656253,1
325,0.38785547304825135,30,0,0.3698897132394623,0
326,0.473027204017496,15,0,0.20238316262054262,1
327,0.9436411077890253,0,0,1.1378750686254793,1
328,0.9611045015503289,90,1,0.12411258091162036,1
329,0.9134872792965345,60,1,0.1486116585530838,1
330,0.41332220662815444,15,0,0.3385970771799473,0
331,0.16096789922706994,120,0,0.7883167001874806,0
332,0.82531157588547,15,1,0.7681032720954588,1
333,0.08964794102795368,60,0,1.135408190277563,0
334,0.10443583517674591,60,0,0.8068582701040077,0
335,0.9569503659591276,120,0,0.4454834531622883,1
336,0.32012770228649007,0,0,0.7786529783071574,0
337,0.31588858615999277,0,2,0.4808139215841245,0
338,0.6594297211022891,120,1,0.3436972702947909,1
339,0.22877487225054305,90,1,0.5705399457924053,1
340,0.33807906717679564,60,0,1.0065495295602933,1
341,0.9057274162817243,15,0,1.0306130956736408,1
342,0.260065512735425,90,0,0.594107663073397,0
343,0.6706607641871065,60,1,0.8728638357613184,1
344,0.08398608966292387,15,1,0.7334936537351578,0
345,0.2386189575831505,15,0,0.9800558084578118,0
346,0.8428305491560272,0,1,0.5537531756986466,1
347,0.4399335999111562,30,0,0.33670128841239677,0
348,0.7984187014856878,120,2,0.4856084352512323,1
349,0.23208621806078805,15,0,0.2574229867344041,0
350,0.36870917522785185,0,0,0.31016254712250557,1
351,0.8970394159401873,90,0,0.13489145929204072,1
352,0.13343834439416913,120,1,0.42820581291475635,0
353,0.05725736271932627,0,0,0.16146795041561204,0
354,0.40202945646190136,0,1,0.41591677915805614,0
355,0.14139566578503154,15,2,1.1418700486281215,0
356,0.32592338409472477,90,2,0.6881308574003715,1
357,0.8498113481603942,120,1,0.3249403199422171,1
358,0.20491779989368253,30,0,0.8447902796206863,0
359,0.4326429399133634,60,0,1.0812132963047596,0
360,0.5132760575776183,0,1,1.1963811712873338,0
361,0.8684379425353901,0,0,0.6722123183814448,0
362,0.22273463105160252,120,1,0.17717270810955238,1
363,0.44648409710851195,60,0,0.24434148529063732,0
364,0.7744850450991194,0,0,0.2500710634400203,0
365,0.49223686442574033,60,1,1.157066118827459,1
366,0.8393036570549414,60,0,0.18916039073162721,1
367,0.2553363666389449,0,0,0.7024097011577994,0
368,0.38902602452054375,30,2,0.6417233510668869,0
369,0.3661598118979371,30,1,0.7446491453581877,1
370,0.22113521946320813,15,1,0.8645592678804985,0
371,0.7619082400624042,60,0,0.30562491734917213,1
372,0.6690899065780096,60,1,0.4371411484387474,1
373,0.8441709264753352,120,1,0.7877220594398346,1
374,0.7749728178871006,60,0,0.8478491438625337,1
375,0.4069477303319082,60,0,0.7488435554674987,1
376,0.48835268752583183,60,1,0.9033887122412483,0
377,0.8657420927285917,120,1,0.8912281839423496,1
378,0.7316554297211537,60,2,0.6343726915735277,1
379,0.0777158576277906,60,0,0.5993111517637879,0
380,0.2786028177199653,30,1,0.8690726817034113,1
381,0.9996869290142486,120,0,0.35291141568578466,1
382,0.16826986294371105,15,0,1.030086673825093,0
383,0.5915216447966759,15,0,0.8192342318165446,1
384,0.14530366102393777,60,0,0.708897334524211,0
385,0.2223611058129336,30,0,0.20876828138691828,1
386,0.7235316974660309,15,0,0.19878020033946409,1
387,0.0979821570705975,30,1,0.33087436399298,1
388,0.8466116896236262,0,1,0.29591110929077724,1
389,0.5628797288359606,90,0,0.12961187180964756,1
390,0.14435564120493843,90,0,0.8249692672386523,0
391,0.9310863481790763,120,0,0.8665621747876473,1
392,0.46149912602720566,120,0,0.4633734715317801,0
393,0.3948901990525435,120,3,0.20701816450600802,1
394,0.8899520971606072,120,0,0.6484134910356935,0
395,0.5406663378255405,15,0,1.0491242792890647,0
396,0.05259716536365586,120,0,0.10329946921480804,0
397,0.5671279069450966,15,0,0.8838687676677957,0
398,0.5929926591054497,0,0,0.28085131838596133,0
399,0.5021104184729899,90,0,0.7940136655642569,1
400,0.5392790761773372,0,0,1.0154294489167581,0
401,0.46237977941424735,30,1,1.1649527216140219,1
402,0.3163411381661724,0,0,0.7255023670620759,0
403,0.44270070627565217,0,2,0.6137090891754429,1
404,0.6261256796478002,0,0,0.4981600350923677,1
405,0.9532943056557547,90,0,1.0485419488624512,1
406,0.4913620923293668,60,1,0.1616266770206134,0
407,0.800565553173851,60,0,1.1960747487125614,0
408,0.5626826373988929,15,0,0.4564911129748469,1
409,0.19222057307098606,120,1,0.8463100565939335,1
410,0.409499007337919,30,0,0.40722759604406156,1
411,0.8052060179201503,0,0,0.8633045899915724,1
412,0.1628681810922504,30,0,0.8352551893969544,0
413,0.48342095590000694,60,1,0.5520442367391036,1
414,0.09432416531495594,15,1,0.14445842288140107,0
415,0.736796685873522,30,3,0.5912843651491823,1
416,0.7186840110998738,90,2,0.23584221151089357,1
417,0.5756938092379139,120,1,0.4091368236051601,1
418,0.18197334652222114,90,1,1.1933491194352404,0
419,0.4601922566570485,0,0,0.5284955474617632,0
420,0.6107310845456405,60,0,0.15566593821112135,0
421,0.14630840532289646,90,1,0.732503350501997,1
422,0.9059595906931408,30,0,0.33263082113291337,1
423,0.4681376694190983,0,1,0.31028356478462915,1
424,0.41156208199206085,60,0,0.4028414285815656,0
425,0.510269596514283,60,1,0.24299506914239452,1
426,0.8802106490565379,60,0,0.5765877785522713,1
427,0.7957532564524066,60,0,0.7590666227918463,1
428,0.5967289522062743,120,1,0.538326212508549,1
429,0.15171656331784905,15,0,1.0949372099333319,0
430,0.2753891899959139,15,0,1.1412000490604695,0
431,0.4556664969844008,15,0,0.5490046353993338,1
432,0.5766549397737437,90,1,0.34861356428019113,0
433,0.0934501156093381,15,0,0.7868280366934283,0
434,0.05664095503128598,60,2,1.1915119505608818,0
435,0.40566054235051824,60,1,0.2105460643235078,1
436,0.20037048643615157,120,0,0.38289331159969175,1
437,0.22343891486574008,15,4,0.26924433063300734,1
438,0.9175498333209797,90,1,0.5578559729179787,1
439,0.12827977543326427,60,0,1.048512708001817,0
440,0.3994224874071783,0,1,1.0962578501648848,0
441,0.6514998821307327,15,0,0.3865005437813199,1
442,0.41150372048351536,90,0,0.30895737968092707,1
443,0.17967728184635912,60,0,0.712357375609403,0
444,0.8391064481190464,0,0,0.28587033910684967,1
445,0.15727348742119074,120,2,0.20894099118548315,1
446,0.1676408381007311,15,0,0.6792168421219977,0
447,0.13193334953378044,30,1,0.8188997046934606,0
448,0.5954839841431395,90,1,1.1727059630579244,1
449,0.3147172367223537,30,1,0.899317499519744,0
450,0.15985925881301344,90,0,0.16987709080612434,1
451,0.6915693612896824,15,0,0.3335205634645154,0
452,0.369072876746603,0,0,0.5297760803695903,0
453,0.17544708461310626,120,0,0.9156018646841773,0
454,0.7300167025918981,60,1,0.932219380278547,0
455,0.26468873082764305,30,0,1.0567426208597808,0
456,0.29228194358125803,30,1,0.4303555096261158,0
457,0.428441623513396,120,1,0.2121926947174344,1
458,0.5479372907712402,0,0,0.7507413004188084,1
459,0.19517606779581192,0,0,0.33434567768361834,0
460,0.6281684792497566,0,0,0.40566424077303476,0
461,0.8113578847595889,0,0,0.3806248216281134,0
462,0.7923760421415673,0,0,0.7305866537301259,1
463,0.6654396368612857,120,0,1.1053439535227843,1
464,0.8204908345927481,60,0,0.5367222100668035,1
465,0.44715177532866096,0,1,0.4072649657510834,0
466,0.8357547909635451,30,0,0.8266078315934088,1
467,0.7940880051784427,0,0,0.30761829559132425,1
468,0.9422038610332032,30,0,1.1942344382503953,0
469,0.30727959732077315,60,0,0.6719932322329787,0
470,0.7217113042970484,30,1,1.1773226140251922,1
471,0.29992492311903235,120,0,0.6963441627403701,0
472,0.14775325616381818,120,0,0.9278811712723743,1
473,0.8612110012434852,30,0,0.8166390385255067,0
474,0.6362470559973362,30,1,0.33316289911154084,1
475,0.12422418615097,120,0,0.5094899101132554,0
476,0.2926964578755644,15,2,0.3604667803100653,1
477,0.3290507337803802,120,0,0.4447558676741469,1
478,0.19987471217350877,30,0,0.888574384974913,0
479,0.19541057921645538,120,1,0.9134793923984015,0
480,0.7427139490273386,15,0,0.14310468718348723,0
481,0.06509048096273848,0,1,0.4439386131543378,0
482,0.6849341003228075,0,0,0.4048028405139896,1
483,0.10412875071693992,30,0,1.1383103654111544,0
484,0.07352981344362253,0,2,1.0318984014213655,0
485,0.7733919319927233,30,0,0.3457659029512432,0
486,0.5339477817865032,15,0,0.5469798273716449,0
487,0.1582038675499369,120,0,0.17417221999404275,1
488,0.5287146079534542,120,0,0.6829043435613705,1
489,0.4204052282513446,30,1,0.28679851581961624,1
490,0.6352524797221397,0,1,0.8825072124633672,1
491,0.22941188772842086,30,0,0.9821820578652163,0
492,0.5386265020825981,30,0,0.5277918616335803,0
493,0.7854750462726908,120,0,0.19565524563837378,0
494,0.15580986095503843,30,0,0.8311115124961639,1
495,0.23758118139963785,60,0,1.1472380413619376,0
496,0.9350348616023043,120,0,0.15838554611278569,1
497,0.8176017252630163,15,0,0.7894692266276643,1
498,0.7942220251367833,15,2,0.9240355645229393,1
499,0.08435535315106635,30,0,0.5677034944607272,0
500,0.35828672324096733,30,1,0.3335678412908505,0
501,0.38043749123606535,90,1,0.5444365368894327,1
502,0.5177987426292288,30,0,1.1281919928139426,0
503,0.09164320474148173,15,1,0.8878500510745727,0
504,0.5017999043344792,15,0,0.2741255156896269,0
505,0.9203525133178687,15,0,0.8023235940622405,0
506,0.620630144246485,90,1,0.4506548144662148,1
507,0.6802174815396281,90,0,0.8628880870533127,1
508,0.3195758764380699,0,0,1.0971808177384235,0
509,0.1374066118013894,90,0,0.8611482205244055,1
510,0.9991776571704026,120,0,0.24608980820516135,1
511,0.5756639780013495,15,0,0.994322026718843,0
512,0.7077804860457635,120,0,0.7987233549473174,1
513,0.374298311803487,15,0,0.18784493970383967,0
514,0.3420613593326804,30,0,0.9107831635285254,1
515,0.566651878451009,30,0,0.3487673958113982,0
516,0.23911578896853364,60,0,1.057049128239892,0
517,0.2995035064787946,120,1,0.6423908024427024,1
518,0.47549443579877493,120,0,0.5856843320105334,1
519,0.280052679663029,120,1,0.739877062814826,1
520,0.5525816467677801,90,0,1.0584853974060524,1
521,0.28289603615808223,0,0,0.15089847376794446,0
522,0.16538331210028068,0,1,0.44993579515723003,1
523,0.5437787061213979,0,1,0.5754228119869502,0
524,0.705145774723788,60,0,0.7159091235052262,1
525,0.39533107637152504,60,0,1.016812791696601,1
526,0.8293236955834835,15,0,0.25110088535616243,1
527,0.34301408670865413,90,0,0.5537061325342412,1
528,0.7598501137344043,90,1,1.1618712055083886,1
529,0.7904895384479282,30,0,0.419491286462062,1
530,0.7822248040184588,90,0,1.126553212727674,1
531,0.3190168513633417,30,1,1.0998613214297221,0
532,0.6226058180502964,120,0,1.0703639976858528,0
533,0.43448484000322035,60,0,0.44780897035946376,0
534,0.8220399876138155,30,2,0.4653525878971073,1
535,0.9567856136981259,0,0,0.25059191666991754,1
536,0.9247991978205823,90,0,0.7622764189860519,1
537,0.9212614184017066,0,0,0.513294136431839,1
538,0.5668239134062388,90,0,0.28226603765781627,1
539,0.10655651652847599,120,0,0.5130932749990114,1
